Protein	Sign.set1	pvalue.set1	qvalue.set1	Sign.set2	pvalue.set2	qvalue.set2	Sign.meta	pvalue.meta	qvalue.meta
CS010_HUMAN	1	0.157770780338798	0.214050401949975	1	0.948664104457884	0.455470614636736	1	0.296304087160545	0.250538573496358
CSF1_HUMAN	-1	0.0180699310783199	0.0977341499132663	-1	0.274646155514546	0.261172206489702	-1	0.0145177555362064	0.0564676426107634
CSPG2_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
CSPG4_HUMAN	-1	0.00611420315935951	0.0815835335778699	-1	0.112758578796504	0.187156179975231	-1	0.00221329332441259	0.0282150746770743
CSTN1_HUMAN	-1	0.953307823431943	0.532438015586149	-1	0.0490644963068979	0.131694788521085	-1	0.151854573601257	0.181052650990062
CTGF_HUMAN	-1	0.367087434122991	0.319205342747994	-1	0.687873965421927	0.395228571402203	-1	0.356609916006432	0.277410943286452
CTHR1_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
CTNA1_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
CUBN_HUMAN	-1	0.0158832967434324	0.0931230858142529	-1	0.0930775563274688	0.170522883191335	-1	0.00381883203892002	0.0320714526650799
CUTA_HUMAN	-1	0.232279378196572	0.256804869739874	-1	0.191709570282871	0.223111664048691	-1	0.0770944007736629	0.128200363992607
CXL16_HUMAN	1	0.525637941062435	0.391150605026388	-1	0.00273800978481721	0.0541120411459742	-1	0.0950172029158074	0.142905408763425
CYC_HUMAN	1	0.247559479390422	0.2617333837189	1	0.408601511903449	0.304152760172951	1	0.160930601803264	0.188193757922652
CYTA_HUMAN	NA	NA	NA	-1	0.180390376188798	0.216430237432825	-1	0.180390376188798	0.198486388943892
CYTC_HUMAN	-1	0.224919610489237	0.252929499950601	1	0.237171989512042	0.242221375487187	-1	0.982249219983833	0.478796570164776
CYTM_HUMAN	-1	0.088684755605299	0.166668974997877	-1	0.0922566999298119	0.170522883191335	-1	0.0166541400590356	0.0613347478169327
CYTN_HUMAN	1	0.644061614389471	0.437811646414664	NA	NA	NA	1	0.644061614389471	0.385293858369476
CYTS_HUMAN	-1	0.527976981646248	0.392137079542517	-1	0.106430904217385	0.183391843548815	-1	0.112322927528099	0.157029147189822
DAF_HUMAN	-1	0.0844402197645442	0.163065990333238	-1	0.0202871516845692	0.0941775666270248	-1	0.00421917592555154	0.0320714526650799
DAG1_HUMAN	-1	0.294552391381315	0.28004562238651	1	0.376405534396685	0.294227177717999	-1	0.907876835732385	0.457999044598256
DCTN4_HUMAN	-1	0.376817161776922	0.321534485198581	NA	NA	NA	-1	0.376817161776922	0.285718289703416
DDAH1_HUMAN	-1	0.61114077553	0.427080537702716	1	0.85337463895583	0.432527525844273	-1	0.818991763906301	0.434979978910868
DDAH2_HUMAN	-1	0.127550808862381	0.192048419847805	-1	0.00424811497534569	0.0541120411459742	-1	0.00194032071222341	0.0260371109073447
DDR2_HUMAN	-1	0.034760795869839	0.1131001175148	NA	NA	NA	-1	0.034760795869839	0.0839869395013734
DEF3_HUMAN	-1	0.690297453158899	0.451206356054911	NA	NA	NA	-1	0.690297453158899	0.399270808813696
DEFB1_HUMAN	-1	0.242435278377561	0.260587728911927	NA	NA	NA	-1	0.242435278377561	0.230725702989302
DERM_HUMAN	-1	0.0588516293241566	0.139106167351168	1	0.900907216764149	0.443117266731963	-1	0.212070892552639	0.213707670125991
DHAK_HUMAN	1	0.900476834687273	0.521622993119022	1	0.817917482915528	0.425646331991441	1	0.801641521925559	0.430288231895246
DHPR_HUMAN	1	0.0532344023932745	0.132898882578638	NA	NA	NA	1	0.0532344023932745	0.105439261848268
DIAC_HUMAN	-1	0.360917405051501	0.315257004343632	-1	0.132146124003185	0.193215136196453	-1	0.0871344490795591	0.137223523571143
DLK1_HUMAN	-1	0.402898820560142	0.333307505702997	-1	0.301444362562266	0.270648005116462	-1	0.186119668375582	0.203051607476469
DLK2_HUMAN	-1	0.0430038454447175	0.122026780520036	-1	0.67295803404337	0.391615552402922	-1	0.0837345610268471	0.134566682497768
DNAS1_HUMAN	-1	5.44189123274919e-06	0.00105288395165609	1	0.675583472153689	0.392026493234047	-1	0.00350836213468996	0.0320408816969091
DNER_HUMAN	-1	0.619086971286824	0.430827690671853	NA	NA	NA	-1	0.619086971286824	0.375480734167052
DNS2A_HUMAN	-1	0.546599468557998	0.398388529172435	1	0.95134087504298	0.45561308299312	-1	0.701616622813484	0.4036430608559
DPEP1_HUMAN	NA	NA	NA	-1	0.0372305605888153	0.120708566132939	-1	0.0372305605888153	0.0876484001345518
DPP2_HUMAN	1	0.747118660321218	0.473161083804426	1	0.151777155433783	0.203756459976228	1	0.214427050508284	0.214655909784549
DPP4_HUMAN	1	0.393824606246994	0.329545920813784	1	0.00823164596825476	0.0738008356893269	1	0.0134576591869432	0.0551413627192227
DSC2_HUMAN	-1	0.134299067120608	0.199110027847184	-1	0.292990708437581	0.266691602724643	-1	0.0714861633431444	0.124177460608428
DSG1_HUMAN	-1	0.960425835905917	0.532438015586149	NA	NA	NA	-1	0.960425835905917	0.472517990525218
DSG3_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
E41L2_HUMAN	-1	0.91291196383317	0.523786645408745	-1	0.148999172961954	0.20166838987273	-1	0.272317076596204	0.243789445331907
ECM1_HUMAN	1	0.458206673731835	0.356035015347291	NA	NA	NA	1	0.458206673731835	0.317325278926408
ECP_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
EF1A3_HUMAN;EF1A1_HUMAN;EF1A2_HUMAN	-1	0.465455867518828	0.359502097003679	NA	NA	NA	-1	0.465455867518828	0.318889065137607
EFNA1_HUMAN	-1	0.303135656246069	0.284243284636169	-1	0.0200629438632254	0.0941775666270248	-1	0.0176790101893037	0.061764643601804
EFNB1_HUMAN	-1	0.387343507833279	0.325836021317396	1	0.794876185222948	0.416307220597289	-1	0.669074533407158	0.392923106393054
EGF_HUMAN	-1	0.0039476938750167	0.0783259957655987	-1	0.00300603057648528	0.0541120411459742	-1	3.53145983369193e-05	0.00473885635376771
EGLN_HUMAN	-1	0.713981492384848	0.460937294550576	1	0.0600834947440016	0.143538411480171	1	0.284473625485431	0.24663675251588
ELAF_HUMAN	-1	0.523439169665769	0.390909677769975	NA	NA	NA	-1	0.523439169665769	0.33932444409706
ELNE_HUMAN	-1	0.52042294997367	0.38951711197751	-1	0.557286447441803	0.353304259036241	-1	0.384607848745973	0.28792425496535
EMIL2_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENDD1_HUMAN	-1	0.344179277059541	0.306779623328536	-1	0.843190842315457	0.432061879812345	-1	0.418655588707902	0.30437639747541
ENOA_HUMAN;ENOG_HUMAN;ENOB_HUMAN	-1	0.157445233917541	0.214050401949975	NA	NA	NA	-1	0.157445233917541	0.18492370373934
ENOPH_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
EPCAM_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
EPCR_HUMAN	-1	0.0499040079936877	0.127884857585572	-1	0.0356951323425532	0.118553108471651	-1	0.00408295806913352	0.0320714526650799
EPHA1_HUMAN	NA	NA	NA	-1	0.751397437709895	0.408801215644778	-1	0.751397437709895	0.417721679492953
EPHA4_HUMAN	NA	NA	NA	1	0.196387067188511	0.224957105407266	1	0.196387067188511	0.206042655627162
EPHA7_HUMAN;EPHA5_HUMAN	-1	0.438613861649573	0.348217063112277	NA	NA	NA	-1	0.438613861649573	0.310593535078879
EPHB2_HUMAN	-1	0.84462152643933	0.506714200859465	-1	0.147251053673108	0.20166838987273	-1	0.244667438451373	0.231618039331123
EPHB3_HUMAN	-1	0.518139326153348	0.388880030986933	1	0.908788061601998	0.444616113850568	-1	0.706967053122694	0.404164108516662
EPHB4_HUMAN	-1	0.0146681370984065	0.0888136504722209	-1	0.201161443883784	0.226511721185288	-1	0.00855024101344114	0.0445574570092371
EPHB6_HUMAN	-1	0.0932944305341101	0.166668974997877	-1	0.876660749530991	0.437658246618074	-1	0.194816513073649	0.206042655627162
ERP44_HUMAN	NA	NA	NA	-1	0.126356423909476	0.191374318496764	-1	0.126356423909476	0.163035905633696
ES8L1_HUMAN	1	0.662464031662218	0.444270150193217	NA	NA	NA	1	0.662464031662218	0.391180938957639
ESAM_HUMAN	-1	0.0838465545299858	0.163065990333238	-1	0.29312078947239	0.266691602724643	-1	0.0493192829705302	0.101040323341244
EZRI_HUMAN	1	0.887138072278935	0.516781537569189	1	0.374734846647155	0.294227177717999	1	0.466605691294558	0.319050654320885
F13B_HUMAN;CON__Q2TBQ1	NA	NA	NA	NA	NA	NA	NA	NA	NA
F151A_HUMAN	-1	0.821524841575395	0.499047532373937	1	0.751366996120027	0.408801215644778	1	0.948551600217829	0.468824609413261
F16P1_HUMAN;F16P2_HUMAN	-1	0.0408925498192703	0.119706153549759	NA	NA	NA	-1	0.0408925498192703	0.0919047140718647
F174A_HUMAN	-1	0.547391277378541	0.398388529172435	NA	NA	NA	-1	0.547391277378541	0.347245121481778
F198B_HUMAN	-1	0.545037333675952	0.398388529172435	NA	NA	NA	-1	0.545037333675952	0.346390898678081
FA11_HUMAN	-1	0.0860747119189498	0.164886406390408	NA	NA	NA	-1	0.0860747119189498	0.136690440246362
FA12_HUMAN	-1	0.0695874276902637	0.151276485123293	-1	0.00463610111851944	0.0541120411459742	-1	0.0010193557080757	0.017353330298515
FABP5_HUMAN;FB5L3_HUMAN	-1	0.111856301723956	0.180347388955527	NA	NA	NA	-1	0.111856301723956	0.157029147189822
FABPH_HUMAN	1	0.303374881889457	0.284243284636169	1	0.287692938862536	0.265227392670089	1	0.138989666449969	0.173094993681806
FABPL_HUMAN	NA	NA	NA	1	0.906945566550041	0.444246722271264	1	0.906945566550041	0.457999044598256
FAM3B_HUMAN	-1	0.257546603291691	0.265898763503857	-1	0.00859362344974658	0.0738008356893269	-1	0.00784344820671975	0.0416835716170808
FAM3C_HUMAN	1	0.454200300771644	0.353632094457317	1	0.26987668993957	0.259022449896628	1	0.190397403871335	0.206042655627162
FBLN1_HUMAN;CON__ENSEMBL:ENSBTAP00000016046	-1	0.246465766998121	0.2617333837189	NA	NA	NA	-1	0.246465766998121	0.231685984547549
FBLN2_HUMAN	-1	0.237304366497535	0.257938622389829	-1	0.437975462920243	0.316327292455994	-1	0.166337606995809	0.190976114932459
FBLN3_HUMAN	-1	0.0131790296934977	0.088062589788945	-1	0.541325988859176	0.3504600990138	-1	0.0289071588343668	0.0749573678879263
FBLN4_HUMAN	-1	0.0122468423405926	0.0877588678027103	-1	0.0327591178096238	0.11438139707019	-1	0.0010345549112291	0.017353330298515
FBLN5_HUMAN	-1	0.448057389650336	0.351477340747967	-1	0.0789154989384447	0.160389269692311	-1	0.0752646602752063	0.126962771305953
FBLN7_HUMAN	-1	0.137035026763381	0.200099664055803	-1	0.654709396123784	0.387750493601774	-1	0.171420829760958	0.192094749568827
FBN1_HUMAN	-1	0.0376737040611861	0.116393336182472	-1	0.0590953087881019	0.143538411480171	-1	0.00504268695781062	0.0334141319263728
FCER2_HUMAN	1	0.600146521178383	0.421421857583119	NA	NA	NA	1	0.600146521178383	0.366429330911732
FCG3A_HUMAN	-1	0.47293850474897	0.363107134325568	-1	0.0118919494728354	0.0803450081041561	-1	0.02224811930416	0.0682392933324876
FCG3B_HUMAN	-1	0.0665313870920596	0.146276498109806	NA	NA	NA	-1	0.0665313870920596	0.11917383840284
FCGBP_HUMAN	-1	0.283441772147415	0.274621237045456	-1	0.368115843828625	0.293140757368693	-1	0.163058472183948	0.188767049147087
FCN2_HUMAN	1	0.557325408573648	0.403114677056685	-1	0.975838089836352	0.463002861506299	1	0.693930031941409	0.40050874152437
FETUA_HUMAN;CON__P12763	1	0.668656667458312	0.446874177977365	NA	NA	NA	1	0.668656667458312	0.392923106393054
FGFP2_HUMAN	-1	0.124085039722665	0.190537089849711	NA	NA	NA	-1	0.124085039722665	0.16241327549459
FGFR1_HUMAN	-1	0.878048918669492	0.514796305346249	1	0.495224210878542	0.334001351742663	1	0.708580868360565	0.404613932604274
FGFR2_HUMAN	-1	0.0577255668720467	0.138740410421991	-1	0.0860256581450417	0.167198793126856	-1	0.0105927883751035	0.0494415093345563
FGL2_HUMAN	-1	0.447505128741101	0.351477340747967	NA	NA	NA	-1	0.447505128741101	0.313185630925488
FHR1_HUMAN	1	0.369223281897541	0.319626073477338	-1	0.989725792902635	0.466880845877223	1	0.531428869760625	0.342847575060319
FHR2_HUMAN	1	0.324842889027219	0.295069560407489	1	0.223463053423919	0.235320378238386	1	0.119471290396633	0.161529672452532
FIBA_HUMAN	1	0.716636329522327	0.461407865147157	1	0.00438190247836099	0.0541120411459742	1	0.0231232898726264	0.0687318383876872
FIBB_HUMAN;CON__P02676	1	0.503495381266346	0.381272283369313	NA	NA	NA	1	0.503495381266346	0.333648930284834
FIBG_HUMAN	1	0.395160272536219	0.329545920813784	1	0.00107897938835222	0.043160233461989	1	0.00358159474465016	0.0320408816969091
FINC_HUMAN	-1	0.107828677582462	0.176800268632877	-1	0.5250486637756	0.345395772785569	-1	0.11263198469176	0.157029147189822
FLNA_HUMAN	-1	0.530851192172844	0.393516492416598	-1	0.0533167847063528	0.136129744438806	-1	0.070369630166802	0.123254600504549
FLNB_HUMAN	-1	0.501121722331297	0.38064145772431	-1	0.173840627383232	0.213649798366922	-1	0.150624159642146	0.180869933323431
FLRT2_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
FOLR1_HUMAN	-1	0.0541138973320181	0.13337357902006	-1	0.629489534948445	0.379087778710123	-1	0.0885728989668211	0.138607268126721
FREM2_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
FSTL1_HUMAN	-1	0.435806400766746	0.347519702613939	-1	0.148658540720046	0.20166838987273	-1	0.115878981589781	0.159043209143839
FUCO_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
G3P_HUMAN	-1	0.110400410331439	0.180167526855276	-1	0.443870128689905	0.319239516265209	-1	0.0948726969540996	0.142905408763425
G6PI_HUMAN;CON__Q3ZBD7	1	0.509783101374156	0.385279692488998	NA	NA	NA	1	0.509783101374156	0.336569032399511
GALM_HUMAN	NA	NA	NA	1	0.0738371900389344	0.153174195913488	1	0.0738371900389344	0.126474450882621
GALNS_HUMAN	-1	0.00208443747911868	0.0733258038471174	-1	0.00454442422479056	0.0541120411459742	-1	2.87737412065081e-05	0.00473885635376771
GAS1_HUMAN	1	0.427931905468991	0.343548671756514	NA	NA	NA	1	0.427931905468991	0.307023106831065
GBB1_HUMAN;GBB3_HUMAN	-1	0.00261351199321691	0.0744594421668026	NA	NA	NA	-1	0.00261351199321691	0.0286290991121721
GBB2_HUMAN;GBB4_HUMAN	-1	0.248735422019399	0.262260096761753	NA	NA	NA	-1	0.248735422019399	0.232597482123125
GDF15_HUMAN	-1	0.173230077868506	0.223440909457186	-1	0.33252303412519	0.279508182350593	-1	0.0993064714892223	0.146841966079354
GELS_HUMAN	-1	0.809194419669598	0.496231311753822	-1	0.187860477308357	0.221953866970287	-1	0.270481076939868	0.243595853750783
GFRP_HUMAN	NA	NA	NA	-1	0.0978223094369016	0.176825195382123	-1	0.0978223094369016	0.1458527679915
GGCT_HUMAN	-1	0.949018993473738	0.532379238798907	1	0.162983302432558	0.210035600046695	1	0.346562037925737	0.273134558671605
GGH_HUMAN	-1	0.0639484216854878	0.143104077087011	-1	0.774116291917694	0.411981115805662	-1	0.130310379356786	0.166933788953275
GGT1_HUMAN;GGT2_HUMAN;GGTL2_HUMAN	-1	0.315573121788646	0.290240313866302	NA	NA	NA	-1	0.315573121788646	0.258605627193591
GGT6_HUMAN	-1	0.158146044484705	0.214050401949975	-1	0.00282856507710891	0.0541120411459742	-1	0.00187576244682653	0.0258162105624754
GLNA_HUMAN	1	0.861740921604081	0.512219812416144	NA	NA	NA	1	0.861740921604081	0.445613796085216
GLRX1_HUMAN	1	0.234652516824789	0.257938622389829	-1	0.75979650635097	0.408801215644778	1	0.532515217752771	0.343136001701741
GLU2B_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
GLYC_HUMAN	-1	0.684145156131363	0.45022704029221	NA	NA	NA	-1	0.684145156131363	0.396995686826357
GNAS1_HUMAN;GNAS2_HUMAN;GNAT1_HUMAN;GNAT3_HUMAN;GNAT2_HUMAN;GNAO_HUMAN;GNAI3_HUMAN;GNAI1_HUMAN;GNAI2_HUMAN;GNAL_HUMAN	1	0.82302471147869	0.499175016494576	NA	NA	NA	1	0.82302471147869	0.435626318179206
GNS_HUMAN	-1	0.162448600053629	0.217509772813776	-1	0.684302937231497	0.394335757738489	-1	0.202219236180552	0.208335849122076
GOLM1_HUMAN	-1	0.0599482433640148	0.140054120058501	-1	0.0244337033574681	0.100959723998312	-1	0.00348516903075196	0.0320408816969091
GP180_HUMAN	-1	0.00568768945002485	0.0793205538348393	-1	0.424786385818183	0.310989303079782	-1	0.0117451551396247	0.050994416150265
GP1BA_HUMAN	NA	NA	NA	1	0.329047993752119	0.279171263460011	1	0.329047993752119	0.265194359518378
GPC1_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
GPC3_HUMAN	1	0.0115139007008636	0.0877588678027103	-1	0.760534806051864	0.408801215644778	1	0.116150727037137	0.159043209143839
GPC5B_HUMAN	1	0.7687236908635	0.480905400906411	NA	NA	NA	1	0.7687236908635	0.421969975838351
GPC5C_HUMAN	-1	0.169909164147429	0.221258118702132	NA	NA	NA	-1	0.169909164147429	0.1916122560665
GPDA_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
GPVI_HUMAN	-1	5.14215894620307e-06	0.00105288395165609	-1	0.0141075757215597	0.0847525039454007	-1	7.07718818922684e-07	0.00037987438392882
GPX3_HUMAN	NA	NA	NA	1	0.538930404450881	0.350008840618615	1	0.538930404450881	0.344786290889256
GRN_HUMAN	-1	0.0906806215583535	0.166668974997877	-1	0.143926652287838	0.199987547302334	-1	0.0257734758941851	0.0712966279104022
GRP78_HUMAN	1	0.223486461596407	0.252929499950601	1	0.47707620439403	0.326454368748405	1	0.172715560061471	0.193138783896862
GSTA1_HUMAN	1	0.676237820124246	0.448795475142119	NA	NA	NA	1	0.676237820124246	0.395399430538957
GSTO1_HUMAN	-1	0.35108346313822	0.30875808713299	NA	NA	NA	-1	0.35108346313822	0.274261164119819
GSTP1_HUMAN	-1	0.213947551691912	0.247128685119125	-1	0.7912540952801	0.415852205622499	-1	0.286450974521755	0.246655358197123
GTR5_HUMAN	-1	0.516873066470036	0.388880030986933	NA	NA	NA	-1	0.516873066470036	0.337513656081043
GUC2A_HUMAN	1	0.982156361925996	0.541382441730211	-1	0.230589980690582	0.239428766022374	-1	0.405469118098966	0.297577096569829
GUC2B_HUMAN	-1	0.146635778715233	0.208608351107391	-1	0.111906680868688	0.187156179975231	-1	0.0315194537409634	0.0794288625690415
H12_HUMAN	-1	0.394815215187662	0.329545920813784	NA	NA	NA	-1	0.394815215187662	0.293153210597733
H14_HUMAN;H11_HUMAN;H1T_HUMAN	-1	0.195485624000824	0.236336752938629	NA	NA	NA	-1	0.195485624000824	0.206042655627162
H15_HUMAN	-1	0.346608185498151	0.306779623328536	NA	NA	NA	-1	0.346608185498151	0.273134558671605
H2A2C_HUMAN;H2A2A_HUMAN;H2A1J_HUMAN;H2A1H_HUMAN;H2AJ_HUMAN;H2A1D_HUMAN;H2A1_HUMAN;H2A3_HUMAN;H2A1C_HUMAN;H2A1B_HUMAN;H2A1A_HUMAN;H2AX_HUMAN;H2A2B_HUMAN	1	0.935184103594737	0.529956891281503	NA	NA	NA	1	0.935184103594737	0.465815639186764
H2B1L_HUMAN;H2BFS_HUMAN;H2B3B_HUMAN;H2B2F_HUMAN;H2B2E_HUMAN;H2B1O_HUMAN;H2B1N_HUMAN;H2B1M_HUMAN;H2B1K_HUMAN;H2B1J_HUMAN;H2B1H_HUMAN;H2B1D_HUMAN;H2B1C_HUMAN;H2B1B_HUMAN;H2B1A_HUMAN	1	0.273069899122096	0.272146527550585	NA	NA	NA	1	0.273069899122096	0.243789445331907
H4_HUMAN	1	0.0980695547245853	0.170766439951426	1	0.00100437065482767	0.043160233461989	1	0.000472922050638411	0.013510604706689
HABP2_HUMAN	1	0.733533053788284	0.467618454082851	NA	NA	NA	1	0.733533053788284	0.413291699290149
HAVR2_HUMAN	-1	0.0741911033554312	0.15434747534705	NA	NA	NA	-1	0.0741911033554312	0.126474450882621
HBA_HUMAN	1	0.0508455709179094	0.128594484504933	-1	0.653806302861506	0.387750493601774	1	0.287464255387517	0.246878401980309
HBB_HUMAN;HBE_HUMAN	1	0.447921761645293	0.351477340747967	NA	NA	NA	1	0.447921761645293	0.313185630925488
HEG1_HUMAN	-1	0.179692827366846	0.227977269232666	-1	0.201815623597466	0.226511721185288	-1	0.0641300972200431	0.117830289629985
HEMO_HUMAN	-1	0.913778089252342	0.523786645408745	1	0.254386515462458	0.250430497910392	1	0.46577526898904	0.318889065137607
HEPC_HUMAN	1	0.721443327176791	0.463731261643428	-1	0.0624514179809084	0.144299965989561	-1	0.286745016799457	0.246655358197123
HEXA_HUMAN	-1	0.135044156575721	0.199450509461411	-1	0.0490436543470534	0.131694788521085	-1	0.0143448708764478	0.0564676426107634
HEXB_HUMAN	-1	0.18889944261235	0.235792304546285	-1	0.83688715111413	0.429815867602055	-1	0.28255235787119	0.246605685310961
HG2A_HUMAN	-1	0.120226447862611	0.186088978416	NA	NA	NA	-1	0.120226447862611	0.161735883368946
HGFA_HUMAN	-1	0.0557958492419588	0.135789257106048	-1	0.0857877826897361	0.167198793126856	-1	0.0102501269673733	0.0494415093345563
HGFL_HUMAN;MSTP9_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCN1_HUMAN	-1	0.0784754992947763	0.157932822445893	-1	0.880408933210797	0.438611130882071	-1	0.176820224037579	0.196094692653699
HMCN2_HUMAN	-1	0.451305197770413	0.352086443335822	NA	NA	NA	-1	0.451305197770413	0.313785087266927
HMGA1_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
HPT_HUMAN	1	0.0463178389152403	0.123564380424131	1	0.633735092882834	0.380721939899346	1	0.0808423267766774	0.13142610680348
HRG_HUMAN	1	0.315340246884022	0.290240313866302	-1	0.340442704886145	0.28096219952946	1	0.97135169768206	0.475713212913473
HS90A_HUMAN;HS905_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
HS90B_HUMAN;H90B2_HUMAN;HS902_HUMAN;H90B4_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
HSP7C_HUMAN;HSP72_HUMAN	1	0.73829530916181	0.469108671473935	NA	NA	NA	1	0.73829530916181	0.413291699290149
HSPB1_HUMAN	-1	0.269351927941962	0.270719789350087	-1	0.760817406466182	0.408801215644778	-1	0.319110305854872	0.260669802307879
HV102_HUMAN	1	0.420232970665284	0.340660108605882	1	0.0266070349060738	0.10254150204468	1	0.0325360559934283	0.0812279909170013
HV207_HUMAN;HV209_HUMAN	-1	0.684044290692144	0.45022704029221	NA	NA	NA	-1	0.684044290692144	0.396995686826357
HV302_HUMAN	1	0.872448552035915	0.513568902121276	1	0.105309137572264	0.183391843548815	1	0.208107853070308	0.21116019847487
HV304_HUMAN	1	0.518566789431746	0.388880030986933	NA	NA	NA	1	0.518566789431746	0.338003908099697
HV305_HUMAN;HV316_HUMAN;HV314_HUMAN	1	0.460170369751479	0.356844288485498	NA	NA	NA	1	0.460170369751479	0.317325278926408
HV306_HUMAN	-1	0.564364930506321	0.403667140639605	-1	0.586040627692822	0.361641944784003	-1	0.427991456420973	0.307023106831065
HV310_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
HV317_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
HV318_HUMAN;HV315_HUMAN;HV309_HUMAN;HV313_HUMAN	-1	0.0214462053301523	0.1000300722195	NA	NA	NA	-1	0.0214462053301523	0.0673183734515008
HV320_HUMAN;HV321_HUMAN	1	0.916394439990915	0.523786645408745	NA	NA	NA	1	0.916394439990915	0.460564497617422
HYAL1_HUMAN	-1	0.0218189817548526	0.1000300722195	NA	NA	NA	-1	0.0218189817548526	0.0676967221312556
I10R2_HUMAN	-1	0.0207914602387729	0.1000300722195	NA	NA	NA	-1	0.0207914602387729	0.065647068215821
I18BP_HUMAN	-1	0.0782612139772487	0.157932822445893	NA	NA	NA	-1	0.0782612139772488	0.128857067919139
IBP1_HUMAN	NA	NA	NA	1	0.227259592224307	0.236834636223115	1	0.227259592224307	0.219790291320485
IBP2_HUMAN	-1	0.70016134538676	0.456882035074284	1	0.219582611984331	0.232994826528076	1	0.551333588136539	0.348566805004108
IBP3_HUMAN	-1	0.347248178158128	0.306779623328536	-1	0.211361392603938	0.22934290790231	-1	0.121525553529985	0.16241327549459
IBP4_HUMAN	1	0.00312086946653256	0.0783259957655987	1	0.40918034082414	0.304152760172951	1	0.00750624061663828	0.0411126689166322
IBP6_HUMAN	1	0.348269896105468	0.30698139875099	-1	0.174063123807316	0.213649798366922	-1	0.765769333865235	0.421572836129601
IBP7_HUMAN	-1	0.0985089620609667	0.170766439951426	-1	0.208622091351442	0.228214101763407	-1	0.0396555194403396	0.0915226836181425
IC1_HUMAN;CON__P50448	-1	0.0624931588273381	0.143104077087011	NA	NA	NA	-1	0.0624931588273381	0.116471388888276
ICAM1_HUMAN	1	0.354054743722125	0.310665103623754	1	0.114138429386496	0.187156179975231	1	0.0763207728508511	0.128018297099889
ICAM2_HUMAN	-1	0.00460458964082089	0.0793205538348393	-1	0.0846205693311348	0.166999302850375	-1	0.0012687388052169	0.0200296135859693
ICOSL_HUMAN	-1	0.0146892306630533	0.0888136504722209	-1	0.00446945333370532	0.0541120411459742	-1	0.000187273035646221	0.0103862503664403
IDHC_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
IF5A1_HUMAN;IF5AL_HUMAN;IF5A2_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
IF6_HUMAN	-1	0.0136546967370488	0.088062589788945	NA	NA	NA	-1	0.0136546967370488	0.0555248498289839
IGF2_HUMAN	1	0.85648645553916	0.510436264880137	-1	0.849314100953668	0.432527525844273	-1	0.994840460699693	0.481036415843791
IGFR1_HUMAN	1	0.561820735250953	0.403114677056685	NA	NA	NA	1	0.561820735250953	0.350294827832152
IGHA1_HUMAN	-1	0.00878814424080732	0.0872002382991836	1	0.438272311805902	0.316327292455994	-1	0.192007294099504	0.206042655627162
IGHA2_HUMAN	-1	0.0340867028431482	0.1131001175148	-1	0.852523088072063	0.432527525844273	-1	0.103134894380385	0.148879431874235
IGHG1_HUMAN	-1	0.0287510311494201	0.106306654717064	1	0.558932064208636	0.353304259036241	-1	0.257169409769822	0.236366391841677
IGHG2_HUMAN	-1	0.524303957433696	0.390909677769975	1	0.481653693905436	0.328068192081094	1	0.962258375106608	0.472553302298572
IGHG3_HUMAN	1	0.412079945456019	0.337831487357012	-1	0.466560768709432	0.324933415100041	1	0.94804523951615	0.468824609413261
IGHG4_HUMAN	1	0.915951886377567	0.523786645408745	1	0.988598207061978	0.466880845877223	1	0.932476911290001	0.465815639186764
IGHM_HUMAN	1	0.368343715949405	0.31957960148085	1	0.267274146790951	0.258122370660476	1	0.155451559645029	0.183788568664232
IGJ_HUMAN	-1	0.329254111870772	0.296985030730626	-1	0.448124059342393	0.319891972639806	-1	0.22010881275418	0.216383456167841
IGKC_HUMAN	-1	0.0564831842028837	0.13660287306865	-1	0.281341517740435	0.263003452552367	-1	0.0348212850833627	0.0839869395013734
IGLL1_HUMAN	NA	NA	NA	1	0.998943893451249	0.468524172221656	1	0.998943893451249	0.481753852974407
